viallabel	sex	group	key.anirandgroup	intervention	sacrificetime
90252015306	female	control	Eight-week program Control Group	control	8w
90252015402	female	control	Eight-week program Control Group	control	8w
90252015403	female	control	Eight-week program Control Group	control	8w
90252015503	female	control	Eight-week program Control Group	control	8w
90252015504	female	control	Eight-week program Control Group	control	8w
90252015505	female	control	Eight-week program Control Group	control	8w
90252015507	female	control	Eight-week program Control Group	control	8w
90252015508	female	control	Eight-week program Control Group	control	8w
90252015509	female	control	Eight-week program Control Group	control	8w
90252015510	female	control	Eight-week program Control Group	control	8w
90252015511	female	control	Eight-week program Control Group	control	8w
90252015512	female	control	Eight-week program Control Group	control	8w
90252015514	female	control	Eight-week program Control Group	control	8w
90252015515	female	control	Eight-week program Control Group	control	8w
90252015516	female	control	Eight-week program Control Group	control	8w
90252015603	female	control	Eight-week program Control Group	control	8w
90252015604	female	control	Eight-week program Control Group	control	8w
90252015605	female	control	Eight-week program Control Group	control	8w
90252015606	female	control	Eight-week program Control Group	control	8w
90252015802	female	control	Eight-week program Control Group	control	8w
90252015803	female	control	Eight-week program Control Group	control	8w
90252015804	female	control	Eight-week program Control Group	control	8w
90252015805	female	control	Eight-week program Control Group	control	8w
90252015806	female	control	Eight-week program Control Group	control	8w
90252015807	female	control	Eight-week program Control Group	control	8w
90252015808	female	control	Eight-week program Control Group	control	8w
90252015809	female	control	Eight-week program Control Group	control	8w
90252015810	female	control	Eight-week program Control Group	control	8w
90252015811	female	control	Eight-week program Control Group	control	8w
90252015812	female	control	Eight-week program Control Group	control	8w
90252015902	female	control	Eight-week program Control Group	control	8w
90252015903	female	control	Eight-week program Control Group	control	8w
90252015904	female	control	Eight-week program Control Group	control	8w
90252015905	female	control	Eight-week program Control Group	control	8w
90252015906	female	control	Eight-week program Control Group	control	8w
90252015907	female	control	Eight-week program Control Group	control	8w
90252015908	female	control	Eight-week program Control Group	control	8w
90252015909	female	control	Eight-week program Control Group	control	8w
90252015910	female	control	Eight-week program Control Group	control	8w
90252015911	female	control	Eight-week program Control Group	control	8w
90252016002	female	control	Eight-week program Control Group	control	8w
90252016003	female	control	Eight-week program Control Group	control	8w
90252016004	female	control	Eight-week program Control Group	control	8w
90252016102	female	control	Eight-week program Control Group	control	8w
90252016103	female	control	Eight-week program Control Group	control	8w
90252016104	female	control	Eight-week program Control Group	control	8w
90252016105	female	control	Eight-week program Control Group	control	8w
90252016202	female	control	Eight-week program Control Group	control	8w
90252016203	female	control	Eight-week program Control Group	control	8w
90252016204	female	control	Eight-week program Control Group	control	8w
90252016205	female	control	Eight-week program Control Group	control	8w
90252016402	female	control	Eight-week program Control Group	control	8w
90252016403	female	control	Eight-week program Control Group	control	8w
90252016404	female	control	Eight-week program Control Group	control	8w
90252016502	female	control	Eight-week program Control Group	control	8w
90252016503	female	control	Eight-week program Control Group	control	8w
90252016602	female	control	Eight-week program Control Group	control	8w
90252016603	female	control	Eight-week program Control Group	control	8w
90252016604	female	control	Eight-week program Control Group	control	8w
90252016605	female	control	Eight-week program Control Group	control	8w
90252016606	female	control	Eight-week program Control Group	control	8w
90252016607	female	control	Eight-week program Control Group	control	8w
90252016608	female	control	Eight-week program Control Group	control	8w
90252016609	female	control	Eight-week program Control Group	control	8w
90252016610	female	control	Eight-week program Control Group	control	8w
90252016611	female	control	Eight-week program Control Group	control	8w
90252016702	female	control	Eight-week program Control Group	control	8w
90252016703	female	control	Eight-week program Control Group	control	8w
90252016704	female	control	Eight-week program Control Group	control	8w
90252016705	female	control	Eight-week program Control Group	control	8w
90252016803	female	control	Eight-week program Control Group	control	8w
90252016804	female	control	Eight-week program Control Group	control	8w
90252016805	female	control	Eight-week program Control Group	control	8w
90252016806	female	control	Eight-week program Control Group	control	8w
90252016807	female	control	Eight-week program Control Group	control	8w
90252016808	female	control	Eight-week program Control Group	control	8w
90252016809	female	control	Eight-week program Control Group	control	8w
90252016810	female	control	Eight-week program Control Group	control	8w
90252016811	female	control	Eight-week program Control Group	control	8w
90252016812	female	control	Eight-week program Control Group	control	8w
90252016813	female	control	Eight-week program Control Group	control	8w
90252016902	female	control	Eight-week program Control Group	control	8w
90252016903	female	control	Eight-week program Control Group	control	8w
90252016904	female	control	Eight-week program Control Group	control	8w
90252016905	female	control	Eight-week program Control Group	control	8w
90252016906	female	control	Eight-week program Control Group	control	8w
90252016907	female	control	Eight-week program Control Group	control	8w
90252016908	female	control	Eight-week program Control Group	control	8w
90252017003	female	control	Eight-week program Control Group	control	8w
90252017004	female	control	Eight-week program Control Group	control	8w
90252017005	female	control	Eight-week program Control Group	control	8w
